0.2917174201 1.9799338972
0.3028230922 1.9177421334
0.3117076299 1.8566609367
0.3250344364 1.8333390253
0.3294767053 1.7722578287
0.3428035118 1.6989603927
0.3561303184 1.6301052256
0.3716782593 1.5701345962
0.3850050659 1.5101639668
0.3983318724 1.4501933374
0.4116586789 1.4035495145
0.4249854855 1.3602373932
0.4383122920 1.3135935703
0.4516390985 1.2719472999
0.4649659051 1.2319668803
0.4782927116 1.1936523115
0.4938406526 1.1492296231
0.5160519968 1.1014752330
0.5315999378 1.0587183953
0.5582535508 1.0137404233
0.5849071639 0.9604331971
0.6115607770 0.9137893742
0.6382143901 0.8671455513
0.6648680031 0.8288309825
0.6915216162 0.7905164138
0.7248386326 0.7472042925
0.7648190522 0.7005604696
0.8047994718 0.6572483484
0.8514432947 0.6131033017
0.9047505208 0.5664594788
0.9580577470 0.5256461338
1.0180283764 0.4839998634
1.0846624091 0.4426867631
1.1579598450 0.4040390242
1.2379206843 0.3640586046
1.3178815235 0.3301863046
1.3978423627 0.3002009899
1.4778032019 0.2729920932
1.5577640411 0.2480043310
1.6377248804 0.2257929867
1.7176857196 0.2058027769
1.7976465588 0.1885889851
1.8776073980 0.1719304770
1.9575682373 0.1574931032
2.0375290765 0.1441662967
2.1174899157 0.1319500574
2.1974507549 0.1202891016
2.2774115942 0.1097387131
2.3573724334 0.1008541754
2.4373332726 0.0930802050
2.5172941118 0.0836403837
2.5972549511 0.0769769804
2.6772157903 0.0703135771
2.7571766295 0.0642054575
2.8371374687 0.0586526214
2.9170983080 0.0530997853
2.9970591472 0.0492128001
3.0770199864 0.0447705313
3.1569808256 0.0408835460
3.2369416649 0.0375518444
3.3169025041 0.0336648591
3.3968633433 0.0308884411
3.4768241825 0.0286673067
3.5567850218 0.0258908887
3.6367458610 0.0242250379
3.7167067002 0.0225591870
3.7966675394 0.0208933362
3.8766283787 0.0175616346
3.9499258146 0.0175616346
