-3.9950062422 -0.0199750312
-3.8662462196 -0.0224187850
-3.7862853804 -0.0224187850
-3.7063245411 -0.0224187850
-3.6263637019 -0.0229740686
-3.5464028627 -0.0290821883
-3.4664420235 -0.0290821883
-3.3864811842 -0.0318586063
-3.3065203450 -0.0357455916
-3.2265595058 -0.0379667260
-3.1465986666 -0.0424089948
-3.0666378273 -0.0462959801
-2.9866769881 -0.0490723981
-2.9067161489 -0.0557358014
-2.8267553097 -0.0607333538
-2.7467944704 -0.0657309063
-2.6668336312 -0.0723943095
-2.5868727920 -0.0790577128
-2.5069119528 -0.0862763997
-2.4269511135 -0.0940503702
-2.3469902743 -0.1034901915
-2.2670294351 -0.1123747292
-2.1870685959 -0.1229251177
-2.1071077566 -0.1345860734
-2.0271469174 -0.1479128799
-1.9471860782 -0.1612396865
-1.8672252390 -0.1762323438
-1.7872643997 -0.1928908520
-1.7073035605 -0.2112152110
-1.6273427213 -0.2317607044
-1.5473818821 -0.2539720486
-1.4674210428 -0.2789598109
-1.3874602036 -0.3067239912
-1.3074993644 -0.3383751567
-1.2275385252 -0.3733580238
-1.1542410892 -0.4102288553
-1.0876070565 -0.4468775732
-1.0209730238 -0.4888570138
-0.9610023944 -0.5321691351
-0.9076951683 -0.5738154055
-0.8610513454 -0.6121299743
-0.8210709258 -0.6521103939
-0.7810905062 -0.6932013807
-0.7411100866 -0.7398452036
-0.7011296669 -0.7909312954
-0.6678126506 -0.8386856854
-0.6411590375 -0.8786661051
-0.6145054245 -0.9253099279
-0.5878518114 -0.9719537508
-0.5611981983 -1.0252609770
-0.5345445852 -1.0818999048
-0.5078909722 -1.1452022358
-0.4879007623 -1.1985094620
-0.4745739558 -1.2384898816
-0.4545837460 -1.2951288094
-0.4412569395 -1.3467701847
-0.4279301329 -1.3934140076
-0.4146033264 -1.4417236813
-0.4012765199 -1.4916992058
-0.3879497133 -1.5450064319
-0.3746229068 -1.6033112105
-0.3612961002 -1.6649476908
-0.3479692937 -1.7299158726
-0.3413058904 -1.7815572480
-0.3279790839 -1.8182059659
-0.3213156806 -1.8748448937
-0.3146522774 -1.9314838215
-0.3063192286 -1.9881075707
